taxid	parent_taxid	assemblies_count	biosamples_count	institutes_count	countries_count	biosamples_with_coordinates_count	rank	scientific_name
371916	56082	1	1	1	1	0	species	Melanerpes aurifrons
56084	9220	2	2	2	0	0	genus	Campephilus
381862	56084	2	2	2	0	0	species	Campephilus rubricollis
51357	9220	2	2	2	2	0	genus	Dendrocopos
183177	51357	1	1	1	1	0	species	Dendrocopos major
1517798	51357	1	1	1	1	0	species	Dendrocopos noguchii
51358	9220	2	2	2	1	0	genus	Dryocopus
187859	51358	2	2	2	1	0	species	Dryocopus martius
36302	9220	2	2	2	1	0	genus	Picoides
165751	36302	2	2	2	1	0	species	Picoides tridactylus
51360	9220	2	2	2	1	0	genus	Piculus
315380	51360	2	2	2	1	0	species	Piculus flavigula
56080	9220	2	2	2	0	0	genus	Picumnus
56081	56080	2	2	2	0	0	species	Picumnus aurifrons
100824	9220	2	2	2	2	1	genus	Picus
100825	100824	2	2	2	2	1	species	Picus viridis
56075	9220	2	2	2	0	0	genus	Veniliornis
1118852	56075	2	2	2	0	0	species	Veniliornis sanguineus
265617	9220	1	1	1	0	0	genus	Campethera
345736	265617	1	1	1	0	0	species	Campethera caroli
2821311	9220	1	1	1	1	0	genus	Dendrocoptes
1517833	2821311	1	1	1	1	0	species	Dendrocoptes medius
315368	9220	1	1	1	1	0	genus	Geocolaptes
315369	315368	1	1	1	1	0	species	Geocolaptes olivaceus
189525	9220	1	1	1	1	0	genus	Jynx
189526	189525	1	1	1	1	0	species	Jynx torquilla
3150815	9220	1	1	1	0	0	genus	Pardipicus
3150999	3150815	1	1	1	0	0	species	Pardipicus nivosus
315370	9220	1	1	1	0	0	genus	Sasia
345734	315370	1	1	1	0	0	species	Sasia africana
57381	9219	16	16	4	1	3	family	Ramphastidae
91780	57381	12	12	2	1	1	genus	Ramphastos
322579	91780	1	1	1	0	0	species	Ramphastos ambiguus
240741	91780	1	1	1	0	0	species	Ramphastos ariel
322581	91780	1	1	1	0	0	species	Ramphastos brevis
672496	91780	1	1	1	0	0	species	Ramphastos citreolaemus
283162	91780	1	1	1	0	0	species	Ramphastos culminatus
91781	91780	1	1	1	0	0	species	Ramphastos cuvieri
322580	91780	1	1	1	0	0	species	Ramphastos dicolorus
322582	91780	1	1	1	1	1	species	Ramphastos sulfuratus
207748	91780	1	1	1	0	0	species	Ramphastos swainsonii
95723	91780	1	1	1	0	0	species	Ramphastos toco
125240	91780	1	1	1	0	0	species	Ramphastos tucanus
91793	91780	1	1	1	0	0	species	Ramphastos vitellinus
57398	57381	2	2	2	0	0	genus	Aulacorhynchus
91748	57398	2	2	2	0	0	species	Aulacorhynchus derbianus
91766	57381	1	1	1	1	1	genus	Eubucco
91767	91766	1	1	1	1	1	species	Eubucco bourcierii
91784	57381	1	1	1	1	1	genus	Semnornis
91796	91784	1	1	1	1	1	species	Semnornis frantzii
91768	9219	9	9	6	3	2	family	Lybiidae
91774	91768	5	5	3	2	1	genus	Pogoniulus
488313	91774	3	3	2	2	1	species	Pogoniulus pusillus
2517103	488313	1	1	1	1	1	subspecies	Pogoniulus pusillus pusillus
240724	91774	1	1	1	0	0	species	Pogoniulus atroflavus
91775	91774	1	1	1	0	0	species	Pogoniulus bilineatus
91786	91768	2	2	2	0	0	genus	Trachyphonus
91787	91786	2	2	2	0	0	species	Trachyphonus darnaudii
240731	91768	1	1	1	0	0	genus	Buccanodon
240733	240731	1	1	1	0	0	species	Buccanodon duchaillui
240726	91768	1	1	1	1	1	genus	Tricholaema lacrymosa
240729	240726	1	1	1	1	1	species	Tricholaema leucomelas
135166	9219	7	7	3	1	1	family	Bucconidae
488311	135166	2	2	2	0	0	genus	Malacoptila
1109063	488311	2	2	2	0	0	species	Malacoptila rufa
882748	135166	2	2	2	0	0	genus	Monasa
1109080	882748	2	2	2	0	0	species	Monasa morphoeus
592657	135166	2	2	2	0	0	genus	Notharchus
592658	592657	2	2	2	0	0	species	Notharchus macrorhynchos
135167	135166	1	1	1	1	1	genus	Bucco
135168	135167	1	1	1	1	1	species	Bucco capensis
189527	9219	6	6	5	3	1	family	Indicatoridae
189528	189527	4	4	3	2	1	genus	Indicator
545262	189528	2	2	2	1	1	species	Indicator maculatus
381870	189528	1	1	1	0	0	species	Indicator exilis
1002788	189528	1	1	1	1	0	species	Indicator indicator
1002874	189527	2	2	2	1	0	genus	Prodotiscus
1002877	1002874	2	2	2	1	0	species	Prodotiscus zambesiae
118185	9219	3	3	3	1	1	family	Galbulidae
1109060	118185	2	2	2	0	0	genus	Jacamerops
1109061	1109060	2	2	2	0	0	species	Jacamerops aureus
118186	118185	1	1	1	1	1	genus	Galbula
1109041	118186	1	1	1	1	1	species	Galbula dea
91771	9219	1	1	1	1	1	family	Megalaimidae
91776	91771	1	1	1	1	1	genus	Psilopogon
2585815	91776	1	1	1	1	1	species	Psilopogon haemacephalus
8936	3073810	65	65	13	17	9	order	Coraciiformes
8937	8936	32	32	8	6	2	family	Alcedinidae
57403	8937	6	6	3	2	1	genus	Ceyx
390721	57403	1	1	1	0	0	species	Ceyx argentatus
390723	57403	1	1	1	1	1	species	Ceyx cyanopectus
860587	57403	1	1	1	0	0	species	Ceyx erithaca
325320	57403	1	1	1	1	0	species	Ceyx lepidus
2231426	57403	1	1	1	0	0	species	Ceyx margarethae
325326	57403	1	1	1	0	0	species	Ceyx melanurus
170865	8937	6	6	2	1	1	genus	Halcyon
325331	170865	1	1	1	0	0	species	Halcyon badia
2231448	170865	1	1	1	0	0	species	Halcyon chelicuti
325332	170865	1	1	1	0	0	species	Halcyon leucocephala
170866	170865	1	1	1	0	0	species	Halcyon malimbica
342381	170865	1	1	1	1	1	species	Halcyon senegalensis
1003843	170865	1	1	1	0	0	species	Halcyon smyrnensis
36244	8937	5	5	3	1	0	genus	Alcedo
36245	36244	3	3	3	1	0	species	Alcedo atthis
325338	36244	1	1	1	0	0	species	Alcedo quadribrachys
390728	36244	1	1	1	0	0	species	Alcedo semitorquata
1977157	8937	4	4	1	0	0	genus	Corythornis
85095	1977157	1	1	1	0	0	species	Corythornis cristatus
1977158	1977157	1	1	1	0	0	species	Corythornis leucogaster
2231442	1977157	1	1	1	0	0	species	Corythornis madagascariensis
2231443	1977157	1	1	1	0	0	species	Corythornis vintsioides
325346	8937	4	4	3	1	0	genus	Todiramphus
2231572	325346	1	1	1	1	0	species	Todiramphus albicilla
325347	325346	1	1	1	0	0	species	Todiramphus chloris
1651259	325347	1	1	1	0	0	subspecies	Todiramphus chloris collaris
1006542	325346	1	1	1	0	0	species	Todiramphus cinnamominus
1651851	325346	1	1	1	0	0	species	Todiramphus saurophagus
342374	8937	2	2	1	0	0	genus	Actenoides
1651254	342374	1	1	1	0	0	species	Actenoides hombroni
342376	342374	1	1	1	0	0	species	Actenoides lindsayi
2577022	8937	2	2	1	0	0	genus	Ispidina
342359	2577022	1	1	1	0	0	species	Ispidina lecontei
2577023	2577022	1	1	1	0	0	species	Ispidina picta
8938	8937	1	1	1	0	0	genus	Dacelo
8939	8938	1	1	1	0	0	species	Dacelo novaeguineae
342391	8937	1	1	1	1	0	genus	Melidora
342392	342391	1	1	1	1	0	species	Melidora macrorrhina
342364	8937	1	1	1	0	0	genus	Pelargopsis
342365	342364	1	1	1	0	0	species	Pelargopsis capensis
57383	8936	11	11	4	1	1	family	Cerylidae
176941	57383	5	5	3	0	0	genus	Megaceryle
488309	176941	3	3	3	0	0	species	Megaceryle alcyon
463374	176941	1	1	1	0	0	species	Megaceryle maxima
488310	176941	1	1	1	0	0	species	Megaceryle torquata
176939	57383	3	3	3	0	0	genus	Ceryle
325335	176939	3	3	3	0	0	species	Ceryle rudis
57405	57383	3	3	2	1	1	genus	Chloroceryle
176938	57405	1	1	1	1	1	species	Chloroceryle aenea
342361	57405	1	1	1	0	0	species	Chloroceryle amazona
342360	57405	1	1	1	0	0	species	Chloroceryle inda
57386	8936	11	11	7	4	2	family	Meropidae
57420	57386	10	10	6	3	2	genus	Merops
57421	57420	3	3	2	1	2	species	Merops nubicus
265611	57420	2	2	2	1	0	species	Merops apiaster
457325	57420	2	2	2	1	0	species	Merops persicus
457304	57420	2	2	2	0	0	species	Merops variegatus
325341	57420	1	1	1	0	0	species	Merops pusillus
457350	57386	1	1	1	1	0	genus	Nyctyornis
457352	457350	1	1	1	1	0	species	Nyctyornis athertoni
56290	8936	7	7	6	3	1	family	Coraciidae
56291	56290	5	5	4	1	0	genus	Coracias
56292	56291	2	2	2	0	0	species	Coracias caudatus
188338	56291	2	2	2	1	0	species	Coracias garrulus
1547490	56291	1	1	1	0	0	species	Coracias cyanogaster
188339	56290	2	2	2	2	1	genus	Eurystomus
188340	188339	1	1	1	1	0	species	Eurystomus glaucurus
1304818	188340	1	1	1	1	0	subspecies	Eurystomus glaucurus suahelicus
325343	188339	1	1	1	1	1	species	Eurystomus gularis
57387	8936	2	2	2	1	1	family	Momotidae
135161	57387	1	1	1	1	1	genus	Baryphthengus
176943	135161	1	1	1	1	1	species	Baryphthengus martii
57424	57387	1	1	1	0	0	genus	Momotus
57426	57424	1	1	1	0	0	species	Momotus momota
135163	8936	1	1	1	1	1	family	Brachypteraciidae
135164	135163	1	1	1	1	1	genus	Brachypteracias
135165	135164	1	1	1	1	1	species	Brachypteracias leptosomus
57388	8936	1	1	1	1	1	family	Todidae
57435	57388	1	1	1	1	1	genus	Todus
135184	57435	1	1	1	1	1	species	Todus mexicanus
57379	3073810	34	34	6	4	5	order	Bucerotiformes
57380	57379	25	25	2	0	0	family	Bucerotidae
81910	57380	9	9	1	0	0	genus	Tockus
3150082	81910	1	1	1	0	0	species	Tockus alboterminatus
175819	81910	1	1	1	0	0	species	Tockus deckeni
81911	81910	1	1	1	0	0	species	Tockus erythrorhynchus
3150084	81910	1	1	1	0	0	species	Tockus fasciatus
302528	81910	1	1	1	0	0	species	Tockus flavirostris
1303313	81910	1	1	1	0	0	species	Tockus jacksoni
153645	81910	1	1	1	0	0	species	Tockus leucomelas
153646	81910	1	1	1	0	0	species	Tockus monteiri
3150087	81910	1	1	1	0	0	species	Tockus pallidirostris
175842	57380	6	6	1	0	0	genus	Bycanistes
1303065	175842	1	1	1	0	0	species	Bycanistes albotibialis
175843	175842	1	1	1	0	0	species	Bycanistes brevis
175844	175842	1	1	1	0	0	species	Bycanistes bucinator
1303066	175842	1	1	1	0	0	species	Bycanistes cylindricus
1303088	175842	1	1	1	0	0	species	Bycanistes fistulator
175845	175842	1	1	1	0	0	species	Bycanistes subcylindricus
2821869	57380	3	3	1	0	0	genus	Lophoceros
3150083	2821869	1	1	1	0	0	species	Lophoceros bradfieldi
458195	2821869	1	1	1	0	0	species	Lophoceros camurus
3150085	2821869	1	1	1	0	0	species	Lophoceros hemprichii
175829	57380	2	2	2	0	0	genus	Buceros
175830	175829	1	1	1	0	0	species	Buceros bicornis
175835	175829	1	1	1	0	0	species	Buceros rhinoceros
175836	175835	1	1	1	0	0	subspecies	Buceros rhinoceros silvestris
175831	57380	2	2	1	0	0	genus	Ceratogymna
175832	175831	1	1	1	0	0	species	Ceratogymna atrata
1303091	175831	1	1	1	0	0	species	Ceratogymna elata
3150777	57380	1	1	1	0	0	genus	Horizocerus
3150927	3150777	1	1	1	0	0	species	Horizocerus hartlaubi
866440	57380	1	1	1	0	0	genus	Rhinoplax
866441	866440	1	1	1	0	0	species	Rhinoplax vigil
866442	57380	1	1	1	0	0	genus	Tropicranus
3150924	866442	1	1	1	0	0	species	Tropicranus albocristatus
153640	57379	5	5	4	2	3	family	Bucorvidae
153641	153640	5	5	4	2	3	genus	Bucorvus
153643	153641	3	3	2	1	2	species	Bucorvus abyssinicus
155086	153641	2	2	2	1	1	species	Bucorvus leadbeateri
113098	57379	2	2	2	0	0	family	Phoeniculidae
113099	113098	2	2	2	0	0	genus	Phoeniculus
113189	113099	2	2	2	0	0	species	Phoeniculus purpureus
113113	57379	1	1	1	1	1	family	Rhinopomastidae
113114	113113	1	1	1	1	1	genus	Rhinopomastus
113115	113114	1	1	1	1	1	species	Rhinopomastus cyanomelas
57390	57379	1	1	1	1	1	family	Upupidae
57438	57390	1	1	1	1	1	genus	Upupa
57439	57438	1	1	1	1	1	species	Upupa epops
56308	3073810	5	5	4	4	3	order	Trogoniformes
56309	56308	5	5	4	4	3	family	Trogonidae
56310	56309	3	3	2	2	3	genus	Trogon
297711	56310	2	2	1	1	2	species	Trogon surrucura
56311	56310	1	1	1	1	1	species	Trogon melanurus
57396	56309	1	1	1	1	0	genus	Apaloderma
57397	57396	1	1	1	1	0	species	Apaloderma vittatum
57418	56309	1	1	1	1	0	genus	Harpactes
932689	57418	1	1	1	1	0	species	Harpactes fasciatus
57384	3073810	4	4	3	2	3	order	Coliiformes
57385	57384	4	4	3	2	3	family	Coliidae
57409	57385	3	3	2	1	2	genus	Colius
57412	57409	3	3	2	1	2	species	Colius striatus
85100	57385	1	1	1	1	1	genus	Urocolius
458196	85100	1	1	1	1	1	species	Urocolius indicus
3466517	3073810	3	3	2	1	2	order	Leptosomiformes
188342	3466517	3	3	2	1	2	family	Leptosomidae
188343	188342	3	3	2	1	2	genus	Leptosomus
188344	188343	3	3	2	1	2	species	Leptosomus discolor
30458	3073808	79	79	22	18	15	order	Strigiformes
30459	30458	71	71	18	18	15	family	Strigidae
56271	30459	18	18	4	2	0	genus	Otus
126827	56271	3	3	3	0	0	species	Otus scops
126814	56271	1	1	1	0	0	species	Otus brucei
245683	56271	1	1	1	0	0	species	Otus elegans
3150265	56271	1	1	1	1	0	species	Otus gurneyi
3045875	56271	1	1	1	0	0	species	Otus icterorhynchus
126860	56271	1	1	1	0	0	species	Otus lempiji
209070	56271	1	1	1	0	0	species	Otus lettia
56272	56271	1	1	1	0	0	species	Otus longicornis
3121594	56271	1	1	1	0	0	species	Otus manadensis
56277	56271	1	1	1	0	0	species	Otus mirus
3121595	56271	1	1	1	0	0	species	Otus nigrorum
2654001	56271	1	1	1	1	0	species	Otus podarginus
438837	56271	1	1	1	0	0	species	Otus rutilus
257819	56271	1	1	1	0	0	species	Otus semitorques
543872	56271	1	1	1	0	0	species	Otus senegalensis
257818	56271	1	1	1	0	0	species	Otus sunia
36304	30459	13	13	9	6	8	genus	Strix
111821	36304	6	6	4	2	2	species	Strix aluco
201991	36304	3	3	2	1	3	species	Strix occidentalis
311401	201991	1	1	1	1	1	subspecies	Strix occidentalis caurina
126836	36304	2	2	1	1	2	species	Strix nebulosa
36305	36304	2	2	2	2	1	species	Strix uralensis
30460	30459	11	11	8	4	2	genus	Bubo
371907	30460	8	8	6	3	2	species	Bubo scandiacus
1564486	30460	1	1	1	1	0	species	Bubo blakistoni
30461	30460	1	1	1	0	0	species	Bubo bubo
56268	30460	1	1	1	1	0	species	Bubo virginianus
349401	30459	8	8	2	1	0	genus	Megascops
507958	349401	2	2	2	1	0	species	Megascops choliba
714938	349401	1	1	1	0	0	species	Megascops albogularis
81905	349401	1	1	1	0	0	species	Megascops asio
1740169	349401	1	1	1	0	0	species	Megascops ingens
111816	349401	1	1	1	0	0	species	Megascops kennicottii
349400	349401	1	1	1	0	0	species	Megascops trichopsis
1118744	349401	1	1	1	0	0	species	Megascops watsonii
126785	30459	7	7	5	4	3	genus	Athene
126797	126785	6	6	4	3	2	species	Athene noctua
194338	126785	1	1	1	1	1	species	Athene cunicularia
78216	30459	4	4	4	2	1	genus	Glaucidium
121724	78216	2	2	2	1	0	species	Glaucidium passerinum
78217	78216	1	1	1	1	1	species	Glaucidium brasilianum
543873	78216	1	1	1	0	0	species	Glaucidium cuculoides
56266	30459	3	3	3	1	0	genus	Asio
111810	56266	2	2	2	1	0	species	Asio otus
3149442	56266	1	1	1	0	0	species	Asio madagascariensis
56264	30459	2	2	2	1	0	genus	Aegolius
103375	56264	2	2	2	1	0	species	Aegolius funereus
69939	30459	2	2	2	1	0	genus	Surnia
69940	69939	2	2	2	1	0	species	Surnia ulula
111828	30459	1	1	1	1	1	genus	Ciccaba
1118524	111828	1	1	1	1	1	species	Ciccaba nigrolineata
56288	30459	1	1	1	1	0	genus	Ninox
73883	56288	1	1	1	1	0	species	Ninox strenua
2499928	30459	1	1	1	1	0	genus	Scotopelia
2599434	2499928	1	1	1	1	0	species	Scotopelia peli
30462	30458	8	8	7	2	0	family	Tytonidae
56312	30462	7	7	6	2	0	genus	Tyto
56313	56312	7	7	6	2	0	species	Tyto alba
507980	56313	1	1	1	0	0	subspecies	Tyto alba alba
111817	30462	1	1	1	0	0	genus	Phodilus
111818	111817	1	1	1	0	0	species	Phodilus badius
8906	3078114	287	287	32	39	65	order	Charadriiformes
8917	8906	114	114	18	25	9	family	Scolopacidae
8918	8917	38	38	9	9	2	genus	Calidris
240202	8918	4	4	4	2	0	species	Calidris melanotos
198806	8918	4	4	3	1	2	species	Calidris pugnax
670340	8918	3	3	3	1	0	species	Calidris minuta
328946	8918	3	3	3	1	0	species	Calidris temminckii
279936	8918	2	2	2	1	0	species	Calidris alba
8919	8918	2	2	2	1	0	species	Calidris alpina
279937	8918	2	2	2	1	0	species	Calidris bairdii
227173	8918	2	2	2	1	0	species	Calidris canutus
3149495	8918	2	2	2	1	0	species	Calidris falcinellus
279940	8918	2	2	2	1	0	species	Calidris fuscicollis
279938	8918	2	2	2	1	0	species	Calidris himantopus
28682	8918	2	2	2	1	0	species	Calidris maritima
272047	8918	2	2	2	1	0	species	Calidris ruficollis
1940537	8918	2	2	2	1	0	species	Calidris subruficollis
192723	8918	1	1	1	0	0	species	Calidris acuminata
217133	8918	1	1	1	1	0	species	Calidris ferruginea
279961	8918	1	1	1	1	0	species	Calidris pusilla
425635	8918	1	1	1	0	0	species	Calidris pygmaea
161681	8917	24	24	6	6	2	genus	Tringa
171271	161681	4	4	3	2	2	species	Tringa totanus
279954	161681	3	3	3	0	0	species	Tringa solitaria
272050	161681	2	2	2	1	0	species	Tringa erythropus
161739	161681	2	2	2	1	0	species	Tringa flavipes
171269	161681	2	2	2	1	0	species	Tringa glareola
507599	161681	2	2	2	0	0	species	Tringa incana
161682	161681	2	2	2	1	0	species	Tringa melanoleuca
171270	161681	2	2	2	1	0	species	Tringa nebularia
322584	161681	2	2	2	1	0	species	Tringa stagnatilis
240204	161681	2	2	2	1	0	species	Tringa tobata
261960	161681	1	1	1	1	0	species	Tringa ochropus
107376	8917	13	13	3	2	0	genus	Gallinago
107377	107376	3	3	3	2	0	species	Gallinago gallinago
279947	107376	1	1	1	0	0	species	Gallinago delicata
1381581	107376	1	1	1	0	0	species	Gallinago hardwickii
2774350	107376	1	1	1	0	0	species	Gallinago jamesoni
114734	107376	1	1	1	0	0	species	Gallinago media
670344	107376	1	1	1	0	0	species	Gallinago megala
586766	107376	1	1	1	0	0	species	Gallinago nigripennis
555258	107376	1	1	1	0	0	species	Gallinago paraguaiae
2802618	107376	1	1	1	0	0	species	Gallinago solitaria
433633	107376	1	1	1	0	0	species	Gallinago stenura
1118562	107376	1	1	1	0	0	species	Gallinago undulata
32638	8917	8	8	5	4	3	genus	Numenius
31919	32638	5	5	4	2	2	species	Numenius arquata
161676	32638	3	3	3	2	1	species	Numenius phaeopus
56298	8917	8	8	6	4	1	genus	Scolopax
100826	56298	5	5	5	3	1	species	Scolopax rusticola
1032525	56298	1	1	1	0	0	species	Scolopax bukidnonensis
56299	56298	1	1	1	0	0	species	Scolopax minor
1381582	56298	1	1	1	1	0	species	Scolopax mira
190658	8917	4	4	2	2	0	genus	Actitis
320702	190658	2	2	2	1	0	species	Actitis hypoleucos
190659	190658	2	2	2	1	0	species	Actitis macularius
161679	8917	4	4	3	2	0	genus	Limosa
162325	161679	2	2	2	1	0	species	Limosa haemastica
161683	161679	1	1	1	1	0	species	Limosa lapponica
1758121	161683	1	1	1	1	0	subspecies	Limosa lapponica baueri
161680	161679	1	1	1	0	0	species	Limosa limosa
279932	8917	3	3	3	1	0	genus	Bartramia
279933	279932	3	3	3	1	0	species	Bartramia longicauda
161677	8917	3	3	3	1	0	genus	Limnodromus
161678	161677	3	3	3	1	0	species	Limnodromus scolopaceus
107378	8917	3	3	3	2	0	genus	Lymnocryptes
107379	107378	3	3	3	2	0	species	Lymnocryptes minimus
171276	8917	3	3	3	1	0	genus	Xenus
171277	171276	3	3	3	1	0	species	Xenus cinereus
227174	8917	2	2	2	2	0	genus	Phalaropus
279952	227174	1	1	1	1	0	species	Phalaropus fulicarius
227175	227174	1	1	1	1	0	species	Phalaropus tricolor
54972	8917	1	1	1	1	1	genus	Arenaria
54971	54972	1	1	1	1	1	species	Arenaria interpres
8910	8906	88	88	9	19	26	family	Laridae
8911	8910	38	38	6	8	17	genus	Larus
28681	8911	5	5	4	2	2	species	Larus canus
35669	8911	4	4	3	2	2	species	Larus argentatus
8915	8911	4	4	3	1	2	species	Larus fuscus
119637	8911	4	4	3	1	2	species	Larus hyperboreus
119627	8911	4	4	3	2	2	species	Larus michahellis
119606	8911	3	3	2	1	2	species	Larus glaucescens
119609	8911	2	2	2	1	0	species	Larus cachinnans
126683	8911	2	2	2	1	0	species	Larus delawarensis
118194	8911	2	2	2	1	0	species	Larus glaucoides
8912	8911	2	2	1	1	2	species	Larus marinus
126713	8911	2	2	1	1	2	species	Larus occidentalis
126718	8911	2	2	2	1	0	species	Larus thayeri
119635	8911	1	1	1	0	0	species	Larus armenicus
243888	8911	1	1	1	1	1	species	Larus smithsonianus
1129741	8910	9	9	5	6	3	genus	Chroicocephalus
1192867	1129741	4	4	3	3	2	species	Chroicocephalus ridibundus
1569666	1129741	2	2	2	1	0	species	Chroicocephalus genei
3149563	1129741	2	2	2	1	0	species	Chroicocephalus philadelphia
287016	1129741	1	1	1	1	1	species	Chroicocephalus maculipennis
1288289	8910	6	6	2	2	0	genus	Ichthyaetus
1288292	1288289	2	2	2	1	0	species	Ichthyaetus audouinii
126702	1288289	2	2	2	1	0	species	Ichthyaetus ichthyaetus
1288290	1288289	2	2	2	0	0	species	Ichthyaetus melanocephalus
279944	8910	5	5	2	3	0	genus	Chlidonias
297805	279944	2	2	2	1	0	species	Chlidonias hybrida
297806	279944	2	2	2	1	0	species	Chlidonias leucopterus
279945	279944	1	1	1	1	0	species	Chlidonias niger
425647	8910	5	5	3	1	0	genus	Onychoprion
425648	425647	2	2	2	1	0	species	Onychoprion fuscatus
564711	425647	2	2	2	0	0	species	Onychoprion lunatus
564712	425647	1	1	1	0	0	species	Onychoprion anaethetus
328018	8910	4	4	3	1	0	genus	Leucophaeus
126679	328018	2	2	2	1	0	species	Leucophaeus atricilla
328047	328018	1	1	1	1	0	species	Leucophaeus fuliginosus
690715	328018	1	1	1	1	0	species	Leucophaeus pipixcan
70608	8910	4	4	3	2	2	genus	Sterna
108405	70608	2	2	1	1	2	species	Sterna hirundo
279953	70608	2	2	2	1	0	species	Sterna paradisaea
70930	8910	3	3	2	1	2	genus	Rissa
75485	70930	3	3	2	1	2	species	Rissa tridactyla
126864	8910	2	2	2	1	0	genus	Gelochelidon
126865	126864	2	2	2	1	0	species	Gelochelidon nilotica
425640	8910	2	2	2	1	0	genus	Hydroprogne
425641	425640	2	2	2	1	0	species	Hydroprogne caspia
126720	8910	2	2	2	1	0	genus	Pagophila
126721	126720	2	2	2	1	0	species	Pagophila eburnea
425655	8910	2	2	2	1	0	genus	Sternula
507597	425655	2	2	2	1	0	species	Sternula albifrons
128049	8910	2	2	2	1	0	genus	Xema
128050	128049	2	2	2	1	0	species	Xema sabini
297812	8910	1	1	1	1	1	genus	Phaetusa
297813	297812	1	1	1	1	1	species	Phaetusa simplex
328016	8910	1	1	1	1	0	genus	Rhodostethia
328017	328016	1	1	1	1	0	species	Rhodostethia rosea
227183	8910	1	1	1	1	1	genus	Rynchops
227184	227183	1	1	1	1	1	species	Rynchops niger
555355	8910	1	1	1	1	0	genus	Thalasseus
126723	555355	1	1	1	1	0	species	Thalasseus sandvicensis
8907	8906	34	34	13	12	8	family	Charadriidae
171272	8907	11	11	4	3	2	genus	Pluvialis
670352	171272	4	4	3	1	2	species	Pluvialis apricaria
171273	171272	3	3	3	1	0	species	Pluvialis squatarola
240205	171272	2	2	2	1	0	species	Pluvialis dominica
371922	171272	2	2	2	1	0	species	Pluvialis fulva
50391	8907	8	8	5	4	1	genus	Charadrius
371911	50391	3	3	3	1	0	species	Charadrius hiaticula
225396	50391	2	2	2	1	0	species	Charadrius dubius
2697428	50391	1	1	1	1	1	species	Charadrius alexandrinus x Charadrius dealbatus
211599	50391	1	1	1	1	0	species	Charadrius morinellus
50402	50391	1	1	1	1	0	species	Charadrius vociferus
425625	8907	7	7	5	2	1	genus	Anarhynchus
656192	425625	2	2	2	1	0	species	Anarhynchus leschenaultii
985688	425625	2	2	1	1	0	species	Anarhynchus nivosus
50392	425625	1	1	1	0	0	species	Anarhynchus alexandrinus
171267	425625	1	1	1	0	0	species	Anarhynchus mongolus
50398	425625	1	1	1	1	1	species	Anarhynchus montanus
50403	8907	5	5	4	3	2	genus	Vanellus
100859	50403	5	5	4	3	2	species	Vanellus vanellus
425642	8907	1	1	1	1	1	genus	Ibidorhyncha
425643	425642	1	1	1	1	1	species	Ibidorhyncha struthersii
