assembly_accession	assembly_level	assembly_submitter	assembly_refseq_category	species_taxid	species_scientific_name	biosample_lat	biosample_lon	biosample_collection_country	is_species_name_binomial	has_biosample_coordinates	has_submitter
GCA_059182025.1	Scaffold	South China Normal University	reference genome	2847639	Parasarpa houlberti				true	false	true
GCA_037576465.1	Chromosome	The University of Tennessee, Knoxville	reference genome	6257	Parascaris univalens			USA	true	false	true
GCA_002259205.1	Scaffold	University of Colorado School of Medicine		6257	Parascaris univalens	38	-84	USA	true	true	true
GCA_002259215.1	Scaffold	University of Colorado School of Medicine		6257	Parascaris univalens	38	-84	USA	true	true	true
GCA_949357655.1	Contig	CNAP	reference genome	1442378	Parascedosporium putredinis				true	false	true
GCA_938049765.3	Contig	CNAP		1442378	Parascedosporium putredinis				true	false	true
GCA_963082885.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	938205	Parascotia fuliginaria	51.5	-1.11	United Kingdom	true	true	true
GCA_963082825.1	Contig	WELLCOME SANGER INSTITUTE		938205	Parascotia fuliginaria	51.5	-1.11	United Kingdom	true	true	true
GCA_982374705.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1870155	Parascotia nisseni	41.638056	2.380833	Spain	true	true	true
GCA_982374715.1	Scaffold	WELLCOME SANGER INSTITUTE		1870155	Parascotia nisseni	41.638056	2.380833	Spain	true	true	true
GCA_051254095.1	Scaffold	Iridian Genomes	reference genome	386203	Parasicyos dieterleae			Mexico	true	false	true
GCA_025201805.1	Scaffold	DOE Joint Genome Institute	reference genome	35722	Parasitella parasitica				true	false	true
GCA_000938895.1	Scaffold	FRIEDRICH SCHILLER UNIVERSITY JENA		35722	Parasitella parasitica				true	false	true
GCA_977089985.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	2844366	Parasmittina trispinosa	50.26531667	-4.16671667	United Kingdom	true	true	true
GCA_977089995.1	Scaffold	WELLCOME SANGER INSTITUTE		2844366	Parasmittina trispinosa	50.26531667	-4.16671667	United Kingdom	true	true	true
GCA_051294375.1	Chromosome	University College London	reference genome	34758	Paraspadella gotoi			Japan	true	false	true
GCA_002914805.1	Scaffold	Wageningen University	reference genome	3476	Parasponia andersonii			Netherlands	true	false	true
GCA_003501935.1	Scaffold	Centre for Crop & Disease Management, Curtin University		215456	Parastagonospora avenae f. sp. avenae			Netherlands	false	false	true
GCA_003501955.1	Contig	Centre for Crop & Disease Management, Curtin University		215456	Parastagonospora avenae f. sp. avenae			USA	false	false	true
GCA_003501975.1	Contig	Centre for Crop & Disease Management, Curtin University		54790	Parastagonospora avenae f. sp. tritici			Iran	false	false	true
GCA_003502015.1	Contig	Centre for Crop & Disease Management, Curtin University		54790	Parastagonospora avenae f. sp. tritici			USA	false	false	true
GCA_003502495.1	Scaffold	Centre for Crop & Disease Management, Curtin University		54790	Parastagonospora avenae f. sp. tritici			Iran	false	false	true
GCA_003503115.1	Scaffold	Centre for Crop & Disease Management, Curtin University		54790	Parastagonospora avenae f. sp. tritici			Iran	false	false	true
GCA_003503125.1	Scaffold	Centre for Crop & Disease Management, Curtin University		54790	Parastagonospora avenae f. sp. tritici			USA	false	false	true
GCA_003503165.1	Scaffold	Centre for Crop & Disease Management, Curtin University		54790	Parastagonospora avenae f. sp. tritici			Canada	false	false	true
GCA_003503195.1	Scaffold	Centre for Crop & Disease Management, Curtin University		54790	Parastagonospora avenae f. sp. tritici			Canada	false	false	true
GCA_003503205.1	Scaffold	Centre for Crop & Disease Management, Curtin University		54790	Parastagonospora avenae f. sp. tritici			Iran	false	false	true
GCA_022559985.1	Scaffold	Institute of Microbiology, Chinese Academy of Sciences	reference genome	2814595	Parastagonospora avenae f. sp. tritici 18332-5			China	false	false	true
GCA_002267005.1	Chromosome	North Dakota State University		13684	Parastagonospora nodorum	48.757	-98.3416	USA	true	true	true
GCA_002267025.1	Complete Genome	North Dakota State University		13684	Parastagonospora nodorum				true	false	true
GCA_002267045.1	Chromosome	North Dakota State University		13684	Parastagonospora nodorum			USA	true	false	true
GCA_003497825.1	Contig	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			USA	true	false	true
GCA_003497835.1	Contig	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			USA	true	false	true
GCA_003497845.1	Contig	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			USA	true	false	true
GCA_003497885.1	Contig	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			USA	true	false	true
GCA_003497895.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			China	true	false	true
GCA_003497905.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Switzerland	true	false	true
GCA_003497945.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Sweden	true	false	true
GCA_003497965.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Sweden	true	false	true
GCA_003497975.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Finland	true	false	true
GCA_003497985.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_003498025.1	Contig	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			USA	true	false	true
GCA_003498045.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Iran	true	false	true
GCA_003498055.1	Contig	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Iran	true	false	true
GCA_003498065.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Iran	true	false	true
GCA_003502635.1	Contig	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			USA	true	false	true
GCA_003503065.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			South Africa	true	false	true
GCA_003503085.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			Brazil	true	false	true
GCA_003503225.1	Scaffold	Centre for Crop & Disease Management, Curtin University		13684	Parastagonospora nodorum			USA	true	false	true
GCA_008452785.1	Chromosome	The Australian National University		13684	Parastagonospora nodorum				true	false	true
GCA_020557385.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.9764007	115.846534	Australia	true	true	true
GCA_020567955.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_020568045.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-30.4439693	115.4747162	Australia	true	true	true
GCA_020568055.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-30.4439693	115.4747162	Australia	true	true	true
GCA_020568095.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020568205.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-29.7119194	115.5908408	Australia	true	true	true
GCA_020568325.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-30.4439693	115.4747162	Australia	true	true	true
GCA_020568415.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-29.8171174	115.1382168	Australia	true	true	true
GCA_020568465.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.6875328	114.7682689	Australia	true	true	true
GCA_020568635.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_020568705.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-34.6231064	117.5677632	Australia	true	true	true
GCA_020568765.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_020568775.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_020568935.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_020568945.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_020569145.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_020569235.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum			Australia	true	false	true
GCA_020569285.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020569485.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-29.2437281	114.8996546	Australia	true	true	true
GCA_020569495.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-29.2437281	114.8996546	Australia	true	true	true
GCA_020569505.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020569515.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020569685.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020569895.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020569945.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570015.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570045.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570345.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570355.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570395.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570405.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570415.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570525.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570635.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570685.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570735.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570935.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570965.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020570975.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571265.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571295.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571325.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571545.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571575.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571605.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571815.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571885.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571895.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020571965.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020572075.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020572205.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020572305.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020572315.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020572345.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020572395.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6057977	116.8460874	Australia	true	true	true
GCA_020572635.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020572645.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-28.7757065	114.6024461	Australia	true	true	true
GCA_020572675.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6057977	116.8460874	Australia	true	true	true
GCA_020572945.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020572955.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6057977	116.8460874	Australia	true	true	true
GCA_020572985.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020572995.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020573275.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020573285.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020573315.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020573325.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020573495.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6523213	116.6445391	Australia	true	true	true
GCA_020573595.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-32.067127	115.833854	Australia	true	true	true
GCA_020573605.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-32.067127	115.833854	Australia	true	true	true
GCA_020573625.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6057977	116.8460874	Australia	true	true	true
GCA_020573725.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6057977	116.8460874	Australia	true	true	true
GCA_020573765.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6057977	116.8460874	Australia	true	true	true
GCA_020573915.1	Scaffold	Curtin University of Technology		13684	Parastagonospora nodorum	-31.6057977	116.8460874	Australia	true	true	true
